Unnamed: 0,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Medication,Description
4555,drug reaction,itching, skin_rash, stomach_pain, burning_micturition,"['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream']",Drug Reaction occurs when the body reacts adversely to a medication.
4557,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,"['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors']",AIDS (Acquired Immunodeficiency Syndrome) is a disease caused by HIV that weakens the immune system.
4558,diabetes, fatigue, weight_loss, restlessness, lethargy,"['Insulin', 'Metformin', 'Sulfonylureas', 'DPP-4 inhibitors', 'GLP-1 receptor agonists']",Diabetes is a chronic condition that affects how the body processes blood sugar.
4559,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,"['Antibiotics', 'Antiemetic drugs', 'Antidiarrheal drugs', 'IV fluids', 'Probiotics']","Gastroenteritis is an inflammation of the stomach and intestines, typically caused by a virus or bacteria."
4560,bronchial asthma, fatigue, cough, high_fever, breathlessness,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']",Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.
4561,hypertension, headache, chest_pain, dizziness, loss_of_balance,"['Antihypertensive medications', 'Diuretics', 'Beta-blockers', 'ACE inhibitors', 'Calcium channel blockers']","Hypertension, or high blood pressure, is a common cardiovascular condition."
4562,migraine, acidity, indigestion, headache, blurred_and_distorted_vision,"['Analgesics', 'Triptans', 'Ergotamine derivatives', 'Preventive medications', 'Biofeedback']",Migraine is a type of headache that often involves severe pain and sensitivity to light and sound.
4563,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness,"['Pain relievers', 'Muscle relaxants', 'Physical therapy', 'Neck braces', 'Corticosteroids']",Cervical spondylosis is a degenerative condition of the cervical spine.
4564,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']",Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.
4565,jaundice,itching, vomiting, fatigue, weight_loss,"['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems."
4566,malaria, chills, vomiting, high_fever, sweating,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Malaria is a mosquito-borne infectious disease affecting humans and other animals.
4567,chicken pox,itching, skin_rash, fatigue, lethargy,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Chicken pox is a highly contagious viral infection causing an itchy rash.
4568,dengue, skin_rash, chills, joint_pain, vomiting,"['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Dengue is a mosquito-borne viral infection causing flu-like symptoms.
4569,typhoid, chills, vomiting, fatigue, high_fever,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.
4570,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",hepatitis A is a viral liver disease.
4571,hepatitis b,itching, fatigue, lethargy, yellowish_skin,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",Hepatitis B is a viral infection that attacks the liver.
4572,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",Hepatitis C is a viral infection that causes liver inflammation.
4573,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",Hepatitis D is a serious liver disease caused by the hepatitis D virus.
4574,hepatitis e, joint_pain, vomiting, fatigue, high_fever,"['Alcohol cessation', 'Corticosteroids', 'IV fluids', 'Liver transplant', 'Nutritional support']",Hepatitis E is a viral infection that causes liver inflammation.
4575,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach,"['Antibiotics', 'Isoniazid', 'Rifampin', 'Ethambutol', 'Pyrazinamide']",Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.
4576,tuberculosis, chills, vomiting, fatigue, weight_loss,"['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",Tuberculosis is a bacterial infection that primarily affects the lungs.
4577,common cold, continuous_sneezing, chills, fatigue, cough,"['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",Common Cold is a viral infection of the upper respiratory tract.
4578,pneumonia, chills, fatigue, cough, high_fever,"['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",Pneumonia is an inflammatory condition affecting the air sacs in the lungs.
4579,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool,"['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.
4580,heart attack, vomiting, breathlessness, sweating, chest_pain,"['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",Heart attack is a sudden and severe reduction in blood flow to the heart muscle.
4581,varicose veins, fatigue, cramps, bruising, obesity,"['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']","Varicose veins are enlarged, twisted veins that usually appear on the legs."
4582,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,"['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.
4583,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.
4584,hypoglycemia, vomiting, fatigue, anxiety, sweating,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",Hypoglycemia is a condition characterized by abnormally low blood sugar levels.
4585,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.
4586,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness,"['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']","Arthritis is inflammation of one or more joints, causing pain and stiffness."
4588,acne, skin_rash, pus_filled_pimples, blackheads, scurring,"['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.
4589,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,"['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",Urinary tract infection is an infection in any part of the urinary system.
4590,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting,"['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']","Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches."
4591,impetigo, skin_rash, high_fever, blister, red_sore_around_nose,"['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",Impetigo is a highly contagious skin infection causing red sores that can break open.
4592,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,"['Antifungal Cream', 'Fluconazole', 'Terbinafine', 'Clotrimazole', 'Ketoconazole']",Fungal infection is a common skin condition caused by fungi.
4593,allergy, continuous_sneezing, shivering, chills, watering_from_eyes,"['Antihistamines', 'Decongestants', 'Epinephrine', 'Corticosteroids', 'Immunotherapy']",Allergy is an immune system reaction to a substance in the environment.
4594,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting,"['Proton Pump Inhibitors (PPIs)', 'H2 Blockers', 'Antacids', 'Prokinetics', 'Antibiotics']",GERD (Gastroesophageal Reflux Disease) is a digestive disorder that affects the lower esophageal sphincter.
4595,chronic cholestasis,itching, vomiting, yellowish_skin, nausea,"['Ursodeoxycholic acid', 'Cholestyramine', 'Methotrexate', 'Corticosteroids', 'Liver transplant']",Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.
4596,drug reaction,itching, skin_rash, stomach_pain, burning_micturition,"['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream']",Drug Reaction occurs when the body reacts adversely to a medication.
4598,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,"['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors']",AIDS (Acquired Immunodeficiency Syndrome) is a disease caused by HIV that weakens the immune system.
4599,diabetes, fatigue, weight_loss, restlessness, lethargy,"['Insulin', 'Metformin', 'Sulfonylureas', 'DPP-4 inhibitors', 'GLP-1 receptor agonists']",Diabetes is a chronic condition that affects how the body processes blood sugar.
4600,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,"['Antibiotics', 'Antiemetic drugs', 'Antidiarrheal drugs', 'IV fluids', 'Probiotics']","Gastroenteritis is an inflammation of the stomach and intestines, typically caused by a virus or bacteria."
4601,bronchial asthma, fatigue, cough, high_fever, breathlessness,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']",Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.
4602,hypertension, headache, chest_pain, dizziness, loss_of_balance,"['Antihypertensive medications', 'Diuretics', 'Beta-blockers', 'ACE inhibitors', 'Calcium channel blockers']","Hypertension, or high blood pressure, is a common cardiovascular condition."
4603,migraine, acidity, indigestion, headache, blurred_and_distorted_vision,"['Analgesics', 'Triptans', 'Ergotamine derivatives', 'Preventive medications', 'Biofeedback']",Migraine is a type of headache that often involves severe pain and sensitivity to light and sound.
4604,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness,"['Pain relievers', 'Muscle relaxants', 'Physical therapy', 'Neck braces', 'Corticosteroids']",Cervical spondylosis is a degenerative condition of the cervical spine.
4605,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']",Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.
4606,jaundice,itching, vomiting, fatigue, weight_loss,"['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems."
4607,malaria, chills, vomiting, high_fever, sweating,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Malaria is a mosquito-borne infectious disease affecting humans and other animals.
4608,chicken pox,itching, skin_rash, fatigue, lethargy,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Chicken pox is a highly contagious viral infection causing an itchy rash.
4609,dengue, skin_rash, chills, joint_pain, vomiting,"['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Dengue is a mosquito-borne viral infection causing flu-like symptoms.
4610,typhoid, chills, vomiting, fatigue, high_fever,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.
4611,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",hepatitis A is a viral liver disease.
4612,hepatitis b,itching, fatigue, lethargy, yellowish_skin,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",Hepatitis B is a viral infection that attacks the liver.
4613,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",Hepatitis C is a viral infection that causes liver inflammation.
4614,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",Hepatitis D is a serious liver disease caused by the hepatitis D virus.
4615,hepatitis e, joint_pain, vomiting, fatigue, high_fever,"['Alcohol cessation', 'Corticosteroids', 'IV fluids', 'Liver transplant', 'Nutritional support']",Hepatitis E is a viral infection that causes liver inflammation.
4616,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach,"['Antibiotics', 'Isoniazid', 'Rifampin', 'Ethambutol', 'Pyrazinamide']",Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.
4617,tuberculosis, chills, vomiting, fatigue, weight_loss,"['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",Tuberculosis is a bacterial infection that primarily affects the lungs.
